transaction_id,date,month,quarter,year,type,sub_type,product,plan,customer_id,sales_rep,region,department,amount,currency,payment_terms,payment_status,churn_risk,discount_pct,contract_length_months,notes
REV-003506,2020-04-12,2020-04,Q2 2020,2020,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00021,REP-041,LATAM,Sales,2851.81,USD,Monthly,Paid,Low,8.1,12,TraxAnalytics Starter — Professional Services
REV-003507,2022-04-08,2022-04,Q2 2022,2022,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00004,REP-050,LATAM,Sales,8457.31,USD,Net 30,Paid,Low,9.6,36,TraxCore (ERP) Professional — Subscription
REV-003508,2022-09-16,2022-09,Q3 2022,2022,Revenue,Subscription,TraxCRM,Professional,CUST-00507,REP-043,APAC,Sales,4467.74,USD,Net 60,Paid,Low,16.7,6,TraxCRM Professional — Subscription
REV-003509,2024-05-11,2024-05,Q2 2024,2024,Revenue,One-time License,TraxAnalytics,Enterprise,CUST-00308,REP-024,APAC,Sales,30204.01,USD,Net 60,Overdue,High,9.0,36,TraxAnalytics Enterprise — One-time License
REV-003510,2021-09-21,2021-09,Q3 2021,2021,Revenue,One-time License,TraxAnalytics,Starter,CUST-00761,REP-039,North America,Sales,1021.34,USD,Upfront Annual,Paid,Low,11.5,6,TraxAnalytics Starter — One-time License
REV-003511,2025-05-26,2025-05,Q2 2025,2025,Revenue,One-time License,TraxCRM,Professional,CUST-00852,REP-048,LATAM,Sales,11619.68,USD,Upfront Annual,Paid,Medium,3.9,6,TraxCRM Professional — One-time License
REV-003512,2020-10-16,2020-10,Q4 2020,2020,Revenue,Renewal,TraxAnalytics,Professional,CUST-00234,REP-005,Europe,Sales,8770.32,USD,Monthly,Paid,Low,1.3,24,TraxAnalytics Professional — Renewal
REV-003513,2021-01-23,2021-01,Q1 2021,2021,Revenue,Professional Services,TraxCRM,Starter,CUST-00146,REP-008,North America,Sales,2563.9,USD,Net 30,Paid,Low,6.2,36,TraxCRM Starter — Professional Services
REV-003514,2024-01-01,2024-01,Q1 2024,2024,Revenue,One-time License,TraxAnalytics,Professional,CUST-00899,REP-030,North America,Sales,9916.05,USD,Upfront Annual,Paid,Low,6.5,36,TraxAnalytics Professional — One-time License
REV-003515,2020-08-06,2020-08,Q3 2020,2020,Revenue,Subscription,TraxAnalytics,Professional,CUST-00629,REP-045,North America,Sales,5978.15,USD,Net 60,Pending,Medium,7.7,36,TraxAnalytics Professional — Subscription
REV-003516,2022-05-02,2022-05,Q2 2022,2022,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00590,REP-044,Europe,Sales,9380.26,USD,Monthly,Paid,Medium,7.7,6,TraxCore (ERP) Professional — Subscription
REV-003517,2022-01-03,2022-01,Q1 2022,2022,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00488,REP-021,Europe,Sales,18041.67,USD,Upfront Annual,Paid,Low,15.9,36,TraxCRM Enterprise — Professional Services
REV-003518,2025-07-08,2025-07,Q3 2025,2025,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00333,REP-029,Middle East,Sales,25111.43,USD,Net 30,Paid,Medium,5.0,36,TraxCore (ERP) Enterprise — Subscription
REV-003519,2023-01-01,2023-01,Q1 2023,2023,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00676,REP-018,APAC,Sales,11721.66,USD,Monthly,Paid,Low,4.1,12,TraxCore (ERP) Professional — Professional Services
REV-003520,2020-01-26,2020-01,Q1 2020,2020,Revenue,Professional Services,TraxAnalytics,Enterprise,CUST-00145,REP-050,LATAM,Sales,42379.38,USD,Net 30,Pending,Low,18.5,24,TraxAnalytics Enterprise — Professional Services
REV-003521,2025-12-02,2025-12,Q4 2025,2025,Revenue,Subscription,TraxCRM,Starter,CUST-00329,REP-044,North America,Sales,2770.54,USD,Net 60,Paid,Low,2.4,1,TraxCRM Starter — Subscription
REV-003522,2022-02-23,2022-02,Q1 2022,2022,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00134,REP-002,LATAM,Sales,6196.15,USD,Net 30,Paid,Medium,7.5,24,TraxCore (ERP) Professional — Subscription
REV-003523,2020-11-12,2020-11,Q4 2020,2020,Revenue,Subscription,TraxAnalytics,Professional,CUST-00471,REP-044,LATAM,Sales,10165.81,USD,Net 30,Paid,Low,5.4,12,TraxAnalytics Professional — Subscription
REV-003524,2020-01-07,2020-01,Q1 2020,2020,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00670,REP-024,APAC,Sales,1797.92,USD,Upfront Annual,Paid,Low,12.8,24,TraxCore (ERP) Starter — Subscription
REV-003525,2024-01-25,2024-01,Q1 2024,2024,Revenue,Subscription,TraxAnalytics,Professional,CUST-00143,REP-038,LATAM,Sales,7317.25,USD,Upfront Annual,Paid,Low,0.1,36,TraxAnalytics Professional — Subscription
REV-003526,2023-08-21,2023-08,Q3 2023,2023,Revenue,One-time License,TraxAnalytics,Starter,CUST-00744,REP-010,Europe,Sales,1336.06,USD,Upfront Annual,Pending,Low,14.1,1,TraxAnalytics Starter — One-time License
REV-003527,2023-06-26,2023-06,Q2 2023,2023,Revenue,Subscription,TraxAnalytics,Professional,CUST-00429,REP-007,LATAM,Sales,11556.96,USD,Upfront Annual,Paid,Medium,9.3,1,TraxAnalytics Professional — Subscription
REV-003528,2023-08-11,2023-08,Q3 2023,2023,Revenue,Training,TraxCore (ERP),Professional,CUST-00169,REP-035,Middle East,Sales,3000.63,USD,Monthly,Paid,Low,17.8,24,TraxCore (ERP) Professional — Training
REV-003529,2021-09-02,2021-09,Q3 2021,2021,Revenue,Renewal,TraxAnalytics,Starter,CUST-00823,REP-042,LATAM,Sales,1045.15,USD,Net 30,Paid,Medium,1.0,24,TraxAnalytics Starter — Renewal
REV-003530,2021-05-13,2021-05,Q2 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00868,REP-030,North America,Sales,5984.95,USD,Net 30,Paid,Low,13.1,36,TraxCRM Professional — Subscription
REV-003531,2025-04-06,2025-04,Q2 2025,2025,Revenue,Professional Services,TraxCRM,Professional,CUST-00107,REP-039,Middle East,Sales,11808.79,USD,Monthly,Paid,Low,12.4,1,TraxCRM Professional — Professional Services
REV-003532,2025-03-04,2025-03,Q1 2025,2025,Revenue,One-time License,TraxCRM,Professional,CUST-00884,REP-010,Europe,Sales,8445.78,USD,Net 60,Paid,Medium,9.8,36,TraxCRM Professional — One-time License
REV-003533,2023-06-27,2023-06,Q2 2023,2023,Revenue,One-time License,TraxAnalytics,Professional,CUST-00553,REP-033,Middle East,Sales,4378.18,USD,Net 60,Paid,Low,19.7,24,TraxAnalytics Professional — One-time License
REV-003534,2024-10-30,2024-10,Q4 2024,2024,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00515,REP-012,Europe,Sales,3109.89,USD,Net 30,Paid,Low,18.0,12,TraxCore (ERP) Professional — Subscription
REV-003535,2025-06-22,2025-06,Q2 2025,2025,Revenue,Subscription,TraxCRM,Professional,CUST-00119,REP-013,Europe,Sales,6461.8,USD,Net 60,Paid,Low,16.7,24,TraxCRM Professional — Subscription
REV-003536,2025-01-01,2025-01,Q1 2025,2025,Revenue,Subscription,TraxAnalytics,Professional,CUST-00019,REP-035,Europe,Sales,11156.65,USD,Net 60,Overdue,Medium,8.1,36,TraxAnalytics Professional — Subscription
REV-003537,2021-05-02,2021-05,Q2 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00812,REP-021,North America,Sales,2049.38,USD,Net 60,Paid,Medium,13.2,12,TraxAnalytics Starter — Subscription
REV-003538,2024-07-30,2024-07,Q3 2024,2024,Revenue,Renewal,TraxAnalytics,Starter,CUST-00088,REP-015,North America,Sales,2740.37,USD,Net 30,Paid,Low,1.5,6,TraxAnalytics Starter — Renewal
REV-003539,2024-04-10,2024-04,Q2 2024,2024,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00925,REP-029,Middle East,Sales,15274.81,USD,Monthly,Paid,Low,5.2,12,TraxAnalytics Enterprise — Subscription
REV-003540,2020-09-22,2020-09,Q3 2020,2020,Revenue,One-time License,TraxCRM,Starter,CUST-00632,REP-017,Europe,Sales,1887.93,USD,Net 30,Overdue,Medium,19.5,36,TraxCRM Starter — One-time License
REV-003541,2021-10-19,2021-10,Q4 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00056,REP-002,Middle East,Sales,7504.8,USD,Monthly,Overdue,Low,8.5,36,TraxCRM Professional — Subscription
REV-003542,2020-10-24,2020-10,Q4 2020,2020,Revenue,Subscription,TraxCRM,Starter,CUST-00918,REP-041,LATAM,Sales,2716.39,USD,Monthly,Paid,Low,9.3,6,TraxCRM Starter — Subscription
REV-003543,2023-02-13,2023-02,Q1 2023,2023,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00887,REP-031,North America,Sales,49884.16,USD,Net 30,Paid,Low,19.6,36,TraxCore (ERP) Enterprise — Subscription
REV-003544,2021-09-21,2021-09,Q3 2021,2021,Revenue,Subscription,TraxCRM,Enterprise,CUST-00639,REP-042,LATAM,Sales,44947.87,USD,Upfront Annual,Paid,Low,20.0,1,TraxCRM Enterprise — Subscription
REV-003545,2022-08-02,2022-08,Q3 2022,2022,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00765,REP-034,LATAM,Sales,1003.2,USD,Upfront Annual,Paid,Low,3.6,6,TraxCore (ERP) Starter — Subscription
REV-003546,2023-06-24,2023-06,Q2 2023,2023,Revenue,Renewal,TraxAnalytics,Starter,CUST-00430,REP-017,North America,Sales,2142.05,USD,Upfront Annual,Pending,High,3.6,12,TraxAnalytics Starter — Renewal
REV-003547,2020-11-04,2020-11,Q4 2020,2020,Revenue,Subscription,TraxAnalytics,Professional,CUST-00140,REP-026,Europe,Sales,4910.27,USD,Net 60,Overdue,Low,15.0,24,TraxAnalytics Professional — Subscription
REV-003548,2020-08-12,2020-08,Q3 2020,2020,Revenue,Subscription,TraxAnalytics,Starter,CUST-00696,REP-011,LATAM,Sales,1913.54,USD,Net 60,Paid,Medium,14.8,12,TraxAnalytics Starter — Subscription
REV-003549,2022-03-24,2022-03,Q1 2022,2022,Revenue,Subscription,TraxAnalytics,Starter,CUST-00187,REP-006,Europe,Sales,1949.69,USD,Net 30,Paid,Low,17.2,24,TraxAnalytics Starter — Subscription
REV-003550,2024-07-18,2024-07,Q3 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00989,REP-024,North America,Sales,1263.59,USD,Upfront Annual,Overdue,Medium,5.0,6,TraxAnalytics Starter — Subscription
REV-003551,2025-04-11,2025-04,Q2 2025,2025,Revenue,One-time License,TraxCRM,Starter,CUST-00625,REP-032,Europe,Sales,1058.29,USD,Upfront Annual,Pending,Medium,3.0,6,TraxCRM Starter — One-time License
REV-003552,2021-08-25,2021-08,Q3 2021,2021,Revenue,Professional Services,TraxCRM,Starter,CUST-00099,REP-048,Europe,Sales,2051.66,USD,Monthly,Pending,Medium,6.5,24,TraxCRM Starter — Professional Services
REV-003553,2021-11-10,2021-11,Q4 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00229,REP-024,North America,Sales,827.09,USD,Upfront Annual,Pending,Low,6.5,36,TraxAnalytics Starter — Subscription
REV-003554,2020-06-30,2020-06,Q2 2020,2020,Revenue,Subscription,TraxCRM,Professional,CUST-00914,REP-019,North America,Sales,7282.7,USD,Net 60,Paid,Low,14.7,36,TraxCRM Professional — Subscription
REV-003555,2024-12-10,2024-12,Q4 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00751,REP-048,LATAM,Sales,851.26,USD,Monthly,Pending,Low,12.8,36,TraxAnalytics Starter — Subscription
REV-003556,2025-03-11,2025-03,Q1 2025,2025,Revenue,Subscription,TraxAnalytics,Starter,CUST-00062,REP-024,APAC,Sales,1984.68,USD,Net 60,Paid,Medium,18.7,1,TraxAnalytics Starter — Subscription
REV-003557,2024-08-01,2024-08,Q3 2024,2024,Revenue,Subscription,TraxCRM,Starter,CUST-00087,REP-024,Europe,Sales,2670.25,USD,Monthly,Paid,High,4.3,12,TraxCRM Starter — Subscription
REV-003558,2021-01-25,2021-01,Q1 2021,2021,Revenue,Subscription,TraxCRM,Enterprise,CUST-00948,REP-022,LATAM,Sales,69880.51,USD,Monthly,Paid,Low,4.7,24,TraxCRM Enterprise — Subscription
REV-003559,2025-04-19,2025-04,Q2 2025,2025,Revenue,One-time License,TraxCore (ERP),Professional,CUST-00707,REP-022,Europe,Sales,7552.9,USD,Net 30,Pending,Medium,13.1,6,TraxCore (ERP) Professional — One-time License
REV-003560,2024-05-17,2024-05,Q2 2024,2024,Revenue,Professional Services,TraxCRM,Professional,CUST-00866,REP-013,LATAM,Sales,10128.9,USD,Monthly,Paid,Low,2.3,12,TraxCRM Professional — Professional Services
REV-003561,2024-04-19,2024-04,Q2 2024,2024,Revenue,Subscription,TraxCore (ERP),Enterprise,CUST-00555,REP-043,Europe,Sales,65374.97,USD,Monthly,Pending,Medium,16.0,6,TraxCore (ERP) Enterprise — Subscription
REV-003562,2024-05-02,2024-05,Q2 2024,2024,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00077,REP-036,LATAM,Sales,897.6,USD,Monthly,Paid,Medium,4.0,36,TraxCore (ERP) Starter — Subscription
REV-003563,2022-12-13,2022-12,Q4 2022,2022,Revenue,Renewal,TraxCRM,Starter,CUST-00674,REP-034,Europe,Sales,1941.14,USD,Net 60,Paid,Low,2.9,36,TraxCRM Starter — Renewal
REV-003564,2025-10-15,2025-10,Q4 2025,2025,Revenue,Subscription,TraxAnalytics,Starter,CUST-00190,REP-032,Middle East,Sales,1621.17,USD,Monthly,Pending,Low,1.1,24,TraxAnalytics Starter — Subscription
REV-003565,2022-02-19,2022-02,Q1 2022,2022,Revenue,Subscription,TraxAnalytics,Starter,CUST-00342,REP-042,LATAM,Sales,2808.41,USD,Upfront Annual,Paid,Medium,7.7,12,TraxAnalytics Starter — Subscription
REV-003566,2020-10-27,2020-10,Q4 2020,2020,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00542,REP-035,Middle East,Sales,2081.36,USD,Net 30,Paid,High,17.8,36,TraxCore (ERP) Starter — Subscription
REV-003567,2024-04-20,2024-04,Q2 2024,2024,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00918,REP-001,LATAM,Sales,3895.16,USD,Net 60,Pending,Low,8.0,6,TraxCore (ERP) Professional — Subscription
REV-003568,2024-08-22,2024-08,Q3 2024,2024,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00572,REP-043,Middle East,Sales,1429.65,USD,Upfront Annual,Paid,Medium,2.7,1,TraxAnalytics Starter — Professional Services
REV-003569,2022-03-23,2022-03,Q1 2022,2022,Revenue,One-time License,TraxCore (ERP),Professional,CUST-00728,REP-032,LATAM,Sales,10683.1,USD,Net 60,Pending,Medium,4.5,1,TraxCore (ERP) Professional — One-time License
REV-003570,2020-11-06,2020-11,Q4 2020,2020,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00312,REP-015,Middle East,Sales,72649.7,USD,Net 60,Paid,Low,9.4,24,TraxAnalytics Enterprise — Subscription
REV-003571,2023-09-11,2023-09,Q3 2023,2023,Revenue,One-time License,TraxCRM,Professional,CUST-00181,REP-008,Middle East,Sales,4093.76,USD,Net 30,Paid,Low,14.9,12,TraxCRM Professional — One-time License
REV-003572,2025-03-10,2025-03,Q1 2025,2025,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00710,REP-015,North America,Sales,4107.38,USD,Monthly,Paid,Medium,6.2,1,TraxCore (ERP) Professional — Professional Services
REV-003573,2022-06-08,2022-06,Q2 2022,2022,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00137,REP-005,LATAM,Sales,1961.21,USD,Monthly,Pending,Low,3.6,6,TraxCore (ERP) Starter — Subscription
REV-003574,2021-07-29,2021-07,Q3 2021,2021,Revenue,Subscription,TraxCRM,Enterprise,CUST-00565,REP-006,North America,Sales,48248.24,USD,Net 60,Paid,Low,17.1,1,TraxCRM Enterprise — Subscription
REV-003575,2024-04-09,2024-04,Q2 2024,2024,Revenue,Subscription,TraxCRM,Starter,CUST-00898,REP-026,North America,Sales,2017.12,USD,Net 30,Paid,Low,1.9,1,TraxCRM Starter — Subscription
REV-003576,2020-03-17,2020-03,Q1 2020,2020,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00186,REP-049,APAC,Sales,3579.92,USD,Monthly,Pending,Low,3.9,1,TraxCore (ERP) Professional — Professional Services
REV-003577,2020-11-03,2020-11,Q4 2020,2020,Revenue,Renewal,TraxCore (ERP),Professional,CUST-00181,REP-002,Middle East,Sales,8874.06,USD,Net 30,Pending,Low,1.5,12,TraxCore (ERP) Professional — Renewal
REV-003578,2024-05-08,2024-05,Q2 2024,2024,Revenue,One-time License,TraxAnalytics,Starter,CUST-00242,REP-026,North America,Sales,2858.48,USD,Monthly,Paid,Low,0.7,12,TraxAnalytics Starter — One-time License
REV-003579,2024-02-01,2024-02,Q1 2024,2024,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00565,REP-001,LATAM,Sales,9622.39,USD,Net 60,Paid,Medium,7.0,6,TraxCore (ERP) Professional — Professional Services
REV-003580,2022-04-27,2022-04,Q2 2022,2022,Revenue,Renewal,TraxCRM,Starter,CUST-00728,REP-012,LATAM,Sales,1090.5,USD,Net 30,Paid,Medium,11.5,24,TraxCRM Starter — Renewal
REV-003581,2021-05-04,2021-05,Q2 2021,2021,Revenue,Training,TraxCRM,Starter,CUST-00372,REP-043,North America,Sales,2582.3,USD,Upfront Annual,Paid,Low,2.5,36,TraxCRM Starter — Training
REV-003582,2024-06-09,2024-06,Q2 2024,2024,Revenue,One-time License,TraxCRM,Starter,CUST-00957,REP-038,Europe,Sales,1445.52,USD,Net 30,Paid,Low,16.8,12,TraxCRM Starter — One-time License
REV-003583,2024-09-14,2024-09,Q3 2024,2024,Revenue,Subscription,TraxCRM,Starter,CUST-00052,REP-015,LATAM,Sales,1295.63,USD,Upfront Annual,Paid,Low,12.1,36,TraxCRM Starter — Subscription
REV-003584,2023-08-04,2023-08,Q3 2023,2023,Revenue,Subscription,TraxAnalytics,Starter,CUST-00815,REP-036,APAC,Sales,1024.34,USD,Net 60,Paid,Low,0.9,12,TraxAnalytics Starter — Subscription
REV-003585,2024-10-29,2024-10,Q4 2024,2024,Revenue,Subscription,TraxAnalytics,Starter,CUST-00401,REP-024,North America,Sales,2923.19,USD,Net 30,Paid,Low,12.7,12,TraxAnalytics Starter — Subscription
REV-003586,2024-01-17,2024-01,Q1 2024,2024,Revenue,Professional Services,TraxAnalytics,Professional,CUST-00974,REP-019,LATAM,Sales,10743.13,USD,Upfront Annual,Paid,Low,10.0,36,TraxAnalytics Professional — Professional Services
REV-003587,2020-03-28,2020-03,Q1 2020,2020,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00385,REP-023,North America,Sales,2120.1,USD,Net 30,Paid,Low,11.9,24,TraxCore (ERP) Starter — Subscription
REV-003588,2023-11-30,2023-11,Q4 2023,2023,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00942,REP-048,Middle East,Sales,11324.89,USD,Monthly,Pending,Low,12.7,1,TraxCore (ERP) Professional — Subscription
REV-003589,2023-02-23,2023-02,Q1 2023,2023,Revenue,Subscription,TraxCRM,Starter,CUST-00164,REP-043,Europe,Sales,2282.01,USD,Upfront Annual,Overdue,Medium,13.5,12,TraxCRM Starter — Subscription
REV-003590,2024-10-06,2024-10,Q4 2024,2024,Revenue,Training,TraxAnalytics,Enterprise,CUST-00572,REP-049,LATAM,Sales,65351.71,USD,Net 60,Paid,Medium,5.1,36,TraxAnalytics Enterprise — Training
REV-003591,2025-06-14,2025-06,Q2 2025,2025,Revenue,One-time License,TraxCore (ERP),Enterprise,CUST-00393,REP-044,APAC,Sales,27468.81,USD,Monthly,Paid,Low,5.1,6,TraxCore (ERP) Enterprise — One-time License
REV-003592,2025-04-05,2025-04,Q2 2025,2025,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00449,REP-019,APAC,Sales,4960.95,USD,Upfront Annual,Paid,Low,0.3,36,TraxCore (ERP) Professional — Professional Services
REV-003593,2020-07-27,2020-07,Q3 2020,2020,Revenue,Professional Services,TraxCore (ERP),Starter,CUST-00019,REP-028,Middle East,Sales,1570.2,USD,Monthly,Paid,Low,18.2,12,TraxCore (ERP) Starter — Professional Services
REV-003594,2021-07-07,2021-07,Q3 2021,2021,Revenue,Professional Services,TraxCRM,Professional,CUST-00209,REP-027,North America,Sales,3342.19,USD,Net 30,Paid,High,5.2,1,TraxCRM Professional — Professional Services
REV-003595,2025-11-06,2025-11,Q4 2025,2025,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00305,REP-029,North America,Sales,1131.91,USD,Net 60,Paid,Low,2.2,1,TraxCore (ERP) Starter — Subscription
REV-003596,2024-10-18,2024-10,Q4 2024,2024,Revenue,Subscription,TraxCore (ERP),Starter,CUST-00344,REP-021,Europe,Sales,2253.63,USD,Net 30,Paid,Medium,9.0,6,TraxCore (ERP) Starter — Subscription
REV-003597,2022-02-03,2022-02,Q1 2022,2022,Revenue,Professional Services,TraxAnalytics,Starter,CUST-00307,REP-005,LATAM,Sales,1613.95,USD,Net 30,Paid,Low,19.6,36,TraxAnalytics Starter — Professional Services
REV-003598,2020-05-28,2020-05,Q2 2020,2020,Revenue,Subscription,TraxCRM,Professional,CUST-00169,REP-036,North America,Sales,7010.5,USD,Net 60,Paid,Medium,14.9,36,TraxCRM Professional — Subscription
REV-003599,2021-02-27,2021-02,Q1 2021,2021,Revenue,Renewal,TraxCore (ERP),Professional,CUST-00911,REP-035,Europe,Sales,10212.18,USD,Monthly,Paid,High,8.7,1,TraxCore (ERP) Professional — Renewal
REV-003600,2021-07-13,2021-07,Q3 2021,2021,Revenue,Renewal,TraxCore (ERP),Professional,CUST-00292,REP-025,APAC,Sales,9487.67,USD,Monthly,Paid,Low,16.3,24,TraxCore (ERP) Professional — Renewal
REV-003601,2021-11-25,2021-11,Q4 2021,2021,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00944,REP-023,North America,Sales,62638.16,USD,Net 30,Paid,High,18.9,6,TraxCRM Enterprise — Professional Services
REV-003602,2021-09-27,2021-09,Q3 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00595,REP-038,Europe,Sales,7631.77,USD,Net 30,Paid,Low,12.6,1,TraxCRM Professional — Subscription
REV-003603,2022-10-24,2022-10,Q4 2022,2022,Revenue,One-time License,TraxCore (ERP),Professional,CUST-00331,REP-044,APAC,Sales,4268.6,USD,Net 60,Paid,High,17.4,36,TraxCore (ERP) Professional — One-time License
REV-003604,2024-08-03,2024-08,Q3 2024,2024,Revenue,Subscription,TraxCRM,Enterprise,CUST-00781,REP-008,Middle East,Sales,65832.58,USD,Net 30,Paid,Low,17.1,36,TraxCRM Enterprise — Subscription
REV-003605,2020-06-23,2020-06,Q2 2020,2020,Revenue,Renewal,TraxCRM,Starter,CUST-00501,REP-015,North America,Sales,2414.69,USD,Net 60,Pending,Low,18.0,12,TraxCRM Starter — Renewal
REV-003606,2020-03-17,2020-03,Q1 2020,2020,Revenue,Professional Services,TraxCore (ERP),Professional,CUST-00476,REP-026,Middle East,Sales,4280.88,USD,Net 30,Paid,Low,14.7,12,TraxCore (ERP) Professional — Professional Services
REV-003607,2020-02-22,2020-02,Q1 2020,2020,Revenue,Professional Services,TraxCRM,Enterprise,CUST-00036,REP-039,APAC,Sales,78522.33,USD,Upfront Annual,Overdue,Medium,7.0,12,TraxCRM Enterprise — Professional Services
REV-003608,2020-04-10,2020-04,Q2 2020,2020,Revenue,Renewal,TraxCRM,Professional,CUST-00120,REP-020,Europe,Sales,7588.51,USD,Monthly,Paid,Low,6.1,1,TraxCRM Professional — Renewal
REV-003609,2023-07-24,2023-07,Q3 2023,2023,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00435,REP-039,APAC,Sales,52763.54,USD,Monthly,Paid,Low,3.6,24,TraxAnalytics Enterprise — Subscription
REV-003610,2022-07-17,2022-07,Q3 2022,2022,Revenue,Subscription,TraxCore (ERP),Professional,CUST-00987,REP-017,Europe,Sales,7401.25,USD,Net 30,Paid,Medium,12.3,36,TraxCore (ERP) Professional — Subscription
REV-003611,2020-06-14,2020-06,Q2 2020,2020,Revenue,One-time License,TraxCRM,Professional,CUST-00700,REP-007,APAC,Sales,3566.02,USD,Net 60,Paid,Low,9.0,36,TraxCRM Professional — One-time License
REV-003612,2022-08-02,2022-08,Q3 2022,2022,Revenue,One-time License,TraxCore (ERP),Enterprise,CUST-00455,REP-025,Middle East,Sales,17837.77,USD,Monthly,Paid,Low,14.4,1,TraxCore (ERP) Enterprise — One-time License
REV-003613,2021-02-27,2021-02,Q1 2021,2021,Revenue,Subscription,TraxCRM,Professional,CUST-00275,REP-012,Europe,Sales,6849.84,USD,Net 60,Paid,Medium,4.3,6,TraxCRM Professional — Subscription
REV-003614,2025-12-27,2025-12,Q4 2025,2025,Revenue,Renewal,TraxCore (ERP),Starter,CUST-00539,REP-017,Europe,Sales,1431.93,USD,Net 60,Paid,Medium,14.3,24,TraxCore (ERP) Starter — Renewal
REV-003615,2021-08-08,2021-08,Q3 2021,2021,Revenue,Subscription,TraxCRM,Starter,CUST-00294,REP-030,LATAM,Sales,2835.44,USD,Net 60,Paid,Low,9.2,24,TraxCRM Starter — Subscription
REV-003616,2022-07-26,2022-07,Q3 2022,2022,Revenue,Subscription,TraxAnalytics,Starter,CUST-00845,REP-021,APAC,Sales,2545.7,USD,Monthly,Pending,Low,18.7,6,TraxAnalytics Starter — Subscription
REV-003617,2020-09-20,2020-09,Q3 2020,2020,Revenue,Subscription,TraxAnalytics,Starter,CUST-00547,REP-021,Middle East,Sales,1187.47,USD,Monthly,Paid,Low,0.4,36,TraxAnalytics Starter — Subscription
REV-003618,2025-11-10,2025-11,Q4 2025,2025,Revenue,Subscription,TraxAnalytics,Starter,CUST-00047,REP-008,APAC,Sales,2003.42,USD,Upfront Annual,Paid,Medium,17.8,24,TraxAnalytics Starter — Subscription
REV-003619,2024-03-09,2024-03,Q1 2024,2024,Revenue,Subscription,TraxCRM,Starter,CUST-00049,REP-044,APAC,Sales,2773.54,USD,Net 30,Paid,Medium,5.6,24,TraxCRM Starter — Subscription
REV-003620,2022-01-26,2022-01,Q1 2022,2022,Revenue,Subscription,TraxAnalytics,Professional,CUST-00068,REP-030,Europe,Sales,5360.73,USD,Monthly,Paid,High,10.9,6,TraxAnalytics Professional — Subscription
REV-003621,2024-11-12,2024-11,Q4 2024,2024,Revenue,Professional Services,TraxCore (ERP),Starter,CUST-00707,REP-006,Middle East,Sales,987.85,USD,Monthly,Pending,Medium,11.8,6,TraxCore (ERP) Starter — Professional Services
REV-003622,2025-10-31,2025-10,Q4 2025,2025,Revenue,Subscription,TraxAnalytics,Enterprise,CUST-00007,REP-042,Europe,Sales,12223.4,USD,Net 60,Paid,Low,1.6,12,TraxAnalytics Enterprise — Subscription
REV-003623,2025-06-30,2025-06,Q2 2025,2025,Revenue,Subscription,TraxCRM,Starter,CUST-00489,REP-013,Middle East,Sales,2318.96,USD,Monthly,Paid,Low,17.6,24,TraxCRM Starter — Subscription
REV-003624,2021-06-22,2021-06,Q2 2021,2021,Revenue,Subscription,TraxAnalytics,Starter,CUST-00713,REP-050,Middle East,Sales,1027.18,USD,Net 30,Paid,Medium,13.2,6,TraxAnalytics Starter — Subscription
REV-003625,2024-02-04,2024-02,Q1 2024,2024,Revenue,Subscription,TraxAnalytics,Professional,CUST-00955,REP-012,North America,Sales,4800.88,USD,Monthly,Paid,Low,4.8,36,TraxAnalytics Professional — Subscription
